Income,Age,HasDebt,IsEthnicMinority,LanguageAtHome,MaritalStatus,SchoolDegree,SchoolMajor,CityPopulation,CountryCitizen,CountryLive,EmploymentField,EmploymentStatus,Gender,IsSoftwareDev
NA,24,0,0,Mandarin Chinese,NA,bachelor's degree,Computer Science,"between 100,000 and 1 million",Taiwan,Taiwan,NA,Not working but looking for work,male,0
NA,25,0,0,Finnish,NA,high school diploma or equivalent (GED),NA,"between 100,000 and 1 million",Finland,Finland,NA,Not working and not looking for work,male,0
50000,42,1,1,English,divorced,"some college credit, no degree",NA,"between 100,000 and 1 million",United States of America,United States of America,software development and IT,Employed for wages,female,0
NA,22,0,1,English,NA,bachelor's degree,Film and Video Studies,"between 100,000 and 1 million",United States of America,United States of America,software development and IT,Employed for wages,female,0
NA,43,1,1,English,"single, never married",master's degree (non-professional),Marketing,"between 100,000 and 1 million",United States of America,United States of America,NA,Not working but looking for work,female,0
97000,47,1,0,Romanian,divorced,"trade, technical, or vocational training",NA,"between 100,000 and 1 million",United States of America,United States of America,software development and IT,Self-employed freelancer,male,0
82000,43,1,0,English,married or domestic partnership,bachelor's degree,Operations Management,more than 1 million,United States of America,United States of America,software development and IT,Employed for wages,male,0
NA,20,1,0,Finnish,married or domestic partnership,"trade, technical, or vocational training",NA,"between 100,000 and 1 million",Finland,Finland,NA,NA,male,0
13600,39,1,1,Arabic,married or domestic partnership,"some college credit, no degree",NA,more than 1 million,Ethiopia,Saudi Arabia,software development and IT,Employed for wages,male,0
NA,32,0,0,Hungarian,NA,some high school,NA,more than 1 million,Hungary,Hungary,NA,NA,male,0
NA,50,1,1,English,married or domestic partnership,bachelor's degree,Public Relations,"between 100,000 and 1 million",United States of America,United States of America,NA,Not working but looking for work,female,0
NA,40,0,1,Spanish,married or domestic partnership,"some college credit, no degree",NA,"between 100,000 and 1 million",Costa Rica,Costa Rica,software development and IT,Self-employed freelancer,male,0
40000,41,0,0,English,NA,"some college credit, no degree",NA,"less than 100,000",United States of America,United States of America,software development and IT,Employed for wages,male,0
7000,23,1,0,English,NA,bachelor's degree,Mathematics,"between 100,000 and 1 million",United States of America,United States of America,office and administrative support,Employed for wages,female,0
NA,27,1,1,English,NA,bachelor's degree,Web Page and Digital Design,"between 100,000 and 1 million",United States of America,United States of America,NA,Not working but looking for work,female,0
35600,23,0,0,English,NA,"some college credit, no degree",NA,more than 1 million,United Kingdom,United Kingdom,legal,Employed for wages,male,0
45000,43,1,0,English,NA,bachelor's degree,Art Studies,more than 1 million,United States of America,United States of America,"arts, entertainment, sports, or media",Self-employed business owner,male,0
60000,26,0,0,English,NA,bachelor's degree,Information Technology,more than 1 million,United States of America,United States of America,software development and IT,Employed for wages,male,0
100000,45,1,1,Tagalog,married or domestic partnership,bachelor's degree,Engineering,"between 100,000 and 1 million",United States of America,United States of America,software development and IT,Employed for wages,male,0
NA,45,1,1,English,married or domestic partnership,master's degree (non-professional),Computer and Information Studies,NA,United States of America,United States of America,NA,Not working but looking for work,female,0
38000,27,0,0,English,NA,master's degree (non-professional),Mathematics,more than 1 million,United States of America,United States of America,software development and IT,Employed for wages,male,0
60000,30,1,0,English,married or domestic partnership,"some college credit, no degree",NA,"less than 100,000",United States of America,United States of America,finance,Self-employed business owner,male,0
52000,27,1,0,English,NA,bachelor's degree,Film and Video Studies,"between 100,000 and 1 million",United States of America,United States of America,"arts, entertainment, sports, or media",Employed for wages,male,0
NA,31,0,0,Slovak,NA,"some college credit, no degree",NA,"between 100,000 and 1 million",Slovakia,Czech Republic,NA,Not working but looking for work,male,0
80000,45,1,0,English,married or domestic partnership,Ph.D.,English,"between 100,000 and 1 million",United States of America,United States of America,education,Employed for wages,male,0
50000,28,0,0,Portuguese,married or domestic partnership,"professional degree (MBA, MD, JD, etc.)",Advertising and Marketing,more than 1 million,United States of America,Brazil,"arts, entertainment, sports, or media",Self-employed business owner,male,0
75000,28,1,0,English,NA,bachelor's degree,Music Management,more than 1 million,United States of America,United States of America,software development and IT,Employed for wages,male,0
9000,23,1,0,Palatinate German,"single, never married","some college credit, no degree",NA,more than 1 million,Germany,Germany,software development and IT,Employed for wages,female,0
NA,40,0,0,English,married or domestic partnership,bachelor's degree,English,"between 100,000 and 1 million",Finland,Finland,software development and IT,Employed for wages,female,0
NA,32,1,1,Spanish,NA,bachelor's degree,Engineering,"less than 100,000",Honduras,Germany,NA,Not working but looking for work,male,0
75000,28,1,0,English,married or domestic partnership,master's degree (non-professional),Philosophy,more than 1 million,United Kingdom,United Kingdom,software development and IT,Employed for wages,female,0
17000,29,1,1,English,NA,associate's degree,Graphic Design,"between 100,000 and 1 million",United States of America,United States of America,NA,Employed for wages,female,0
80000,29,1,1,Tamil,NA,master's degree (non-professional),Software Engineering,more than 1 million,India,United States of America,software development and IT,Employed for wages,male,0
NA,22,0,0,English,NA,bachelor's degree,Software Engineering,"between 100,000 and 1 million",United States of America,United States of America,NA,Not working and not looking for work,male,0
15000,42,1,1,English,married or domestic partnership,bachelor's degree,Software Engineering,"less than 100,000",United States of America,United States of America,education,Self-employed freelancer,male,0
30000,44,0,0,Hungarian,married or domestic partnership,bachelor's degree,Information Technology,more than 1 million,Hungary,Hungary,software development and IT,Self-employed business owner,male,0
NA,21,1,0,Hindi,NA,bachelor's degree,Computer Science,more than 1 million,India,India,NA,Not working but looking for work,male,0
7000,21,0,0,English,"single, never married",associate's degree,Communications,"less than 100,000",United States of America,United States of America,office and administrative support,Employed for wages,male,0
NA,19,0,0,Portuguese,NA,high school diploma or equivalent (GED),NA,"between 100,000 and 1 million",Cape Verde,Portugal,NA,Not working and not looking for work,female,0
NA,40,0,0,Italian,NA,bachelor's degree,Engineering Management,"less than 100,000",Italy,Italy,NA,Not working and not looking for work,male,0
NA,26,0,0,English,NA,bachelor's degree,Neuroscience,more than 1 million,United States of America,United States of America,NA,Employed for wages,male,0
65000,37,1,0,English,married or domestic partnership,"some college credit, no degree",NA,"between 100,000 and 1 million",United States of America,United States of America,architecture or physical engineering,Self-employed freelancer,male,0
48000,25,1,0,English,NA,"some college credit, no degree",NA,"less than 100,000",United States of America,United States of America,software development and IT,Employed for wages,male,0
NA,30,0,1,Chinese,NA,bachelor's degree,NA,more than 1 million,United States of America,United States of America,NA,Not working but looking for work,male,0
NA,40,0,0,Polish,NA,Ph.D.,Linguistics,more than 1 million,Poland,Poland,education,Employed for wages,female,0
NA,20,0,0,English,NA,some high school,NA,more than 1 million,United States of America,Pakistan,NA,Not working but looking for work,male,0
20000,25,1,0,English,NA,associate's degree,Computer Programming,"between 100,000 and 1 million",United States of America,United States of America,NA,Employed for wages,female,0
NA,21,1,0,Hindi,NA,bachelor's degree,Computer Science,"less than 100,000",India,India,NA,Not working but looking for work,male,0
NA,34,1,0,English,NA,bachelor's degree,English,more than 1 million,Canada,Canada,food and beverage,Employed for wages,male,0
45000,34,1,1,English,"single, never married",bachelor's degree,Music Theory and Composition,more than 1 million,United States of America,China,education,Employed for wages,male,0
NA,23,0,NA,NA,NA,master's degree (non-professional),Computer Science,"between 100,000 and 1 million",India,Canada,NA,Employed for wages,male,0
NA,14,0,1,Romanian,NA,some high school,NA,"between 100,000 and 1 million",Canada,United Kingdom,NA,Not working and not looking for work,male,1
115000,48,0,0,English,divorced,"professional degree (MBA, MD, JD, etc.)",French Language and Literature,"between 100,000 and 1 million",United States of America,United States of America,software development and IT,Employed for wages,female,0
NA,15,0,0,English,NA,some high school,NA,"less than 100,000",United States of America,United States of America,NA,Not working and not looking for work,male,0
NA,44,0,0,English,NA,bachelor's degree,Culinary Arts,"between 100,000 and 1 million",United States of America,United States of America,NA,Not working but looking for work,female,0
NA,34,1,0,English,NA,bachelor's degree,Economics,"between 100,000 and 1 million",United States of America,United States of America,NA,Not working but looking for work,male,0
90000,25,1,0,English,NA,master's degree (non-professional),Accounting,"between 100,000 and 1 million",United States of America,United States of America,finance,Employed for wages,female,0
NA,27,1,0,English,NA,"some college credit, no degree",NA,"between 100,000 and 1 million",United States of America,United States of America,NA,Not working but looking for work,male,0
NA,36,1,1,English,NA,bachelor's degree,Information Systems,"less than 100,000",United States of America,United States of America,NA,Not working and not looking for work,male,0
60000,27,0,1,Nepali,married or domestic partnership,master's degree (non-professional),Information Systems,"between 100,000 and 1 million",Nepal,United States of America,software development and IT,Employed for wages,male,0
25000,32,1,0,English,divorced,"some college credit, no degree",NA,"less than 100,000",United States of America,United States of America,software development and IT,Self-employed freelancer,female,0
100000,53,0,0,English,married or domestic partnership,"professional degree (MBA, MD, JD, etc.)",Chemistry,"between 100,000 and 1 million",United Kingdom,United Kingdom,software development and IT,Employed for wages,male,0
78000,28,0,0,English,NA,master's degree (non-professional),Electrical Engineering,"between 100,000 and 1 million",United States of America,United States of America,NA,Employed for wages,male,0
70000,34,1,0,English,married or domestic partnership,associate's degree,Computer Systems Networking and Telecommunications,more than 1 million,Canada,Canada,software development and IT,Employed for wages,male,0
54000,28,1,0,English,NA,"trade, technical, or vocational training",NA,more than 1 million,New Zealand,Australia,NA,Employed for wages,male,0
20000,26,1,0,English,NA,bachelor's degree,Design and Visual Communications,"between 100,000 and 1 million",United States of America,United States of America,"arts, entertainment, sports, or media",Self-employed business owner,female,0
NA,28,0,0,English,NA,bachelor's degree,Communications,"between 100,000 and 1 million",United States of America,United States of America,NA,Not working but looking for work,male,0
NA,54,1,1,Afrikaans,married or domestic partnership,bachelor's degree,Acupuncture,"between 100,000 and 1 million",Australia,Australia,NA,Not working but looking for work,male,0
34000,30,0,1,Spanish,NA,"some college credit, no degree",NA,"between 100,000 and 1 million",United States of America,United States of America,food and beverage,Employed for wages,male,0
NA,41,0,1,English,NA,high school diploma or equivalent (GED),NA,more than 1 million,United States of America,United States of America,NA,Not working but looking for work,male,0
22000,24,1,1,English,NA,bachelor's degree,Computer Science,"less than 100,000",NA,United States of America,software development and IT,Employed for wages,female,0
35000,25,0,0,English,NA,bachelor's degree,Biology,more than 1 million,United States of America,United States of America,education,Employed for wages,male,0
NA,29,1,1,English,NA,bachelor's degree,Dietetics and Clinical Nutrition,"less than 100,000",United States of America,United States of America,construction and extraction,Employed for wages,male,0
105000,30,0,0,English,NA,bachelor's degree,Business Administration and Management,more than 1 million,New Zealand,Australia,software development and IT,Employed for wages,female,0
15000,30,0,0,Turkish,married or domestic partnership,master's degree (non-professional),Industrial Engineering,more than 1 million,Turkey,United States of America,education,Employed for wages,male,0
60000,29,1,0,Mandarin Chinese,NA,bachelor's degree,Chemistry,more than 1 million,Malaysia,Singapore,health care,Employed for wages,male,0
NA,52,0,0,Afrikaans,NA,"professional degree (MBA, MD, JD, etc.)",Advanced Legal Research,more than 1 million,Saudi Arabia,Great Britain,NA,Not working but looking for work,male,1
18000,31,1,0,Telugu,married or domestic partnership,"professional degree (MBA, MD, JD, etc.)",International Business,"between 100,000 and 1 million",India,United States of America,software development and IT,Employed for wages,male,0
7000,25,0,0,Tagalog,"single, never married",bachelor's degree,Computer Science,more than 1 million,Philippines,Philippines,software development and IT,Employed for wages,male,0
NA,24,1,0,English,NA,bachelor's degree,Aviation Management and Operations,more than 1 million,United States of America,United States of America,NA,Not working but looking for work,male,0
NA,55,0,0,English,divorced,"some college credit, no degree",NA,"between 100,000 and 1 million",United States of America,United States of America,NA,Not working and not looking for work,female,0
35000,29,0,0,Spanish,married or domestic partnership,"trade, technical, or vocational training",NA,more than 1 million,Argentina,Spain,software development and IT,Employed for wages,male,0
50000,23,1,0,English,NA,"some college credit, no degree",NA,"between 100,000 and 1 million",United States of America,United States of America,NA,Employed for wages,male,0
10000,22,0,0,French,"single, never married",master's degree (non-professional),Engineering,"between 100,000 and 1 million",France,France,software development and IT,Employed for wages,male,0
34000,36,1,1,English,NA,bachelor's degree,Economics,more than 1 million,United States of America,United States of America,finance,Employed for wages,male,0
NA,12,0,0,English,NA,NA,NA,"between 100,000 and 1 million",United States of America,United States of America,NA,Not working and not looking for work,male,0
22000,27,0,0,Dutch,NA,master's degree (non-professional),Literature,"between 100,000 and 1 million",Belgium,Germany,software development and IT,Employed for wages,male,0
NA,22,1,1,English,NA,bachelor's degree,Management Sciences and Statistics,more than 1 million,United States of America,Spain,finance,Employed for wages,female,0
190000,36,1,0,English,married or domestic partnership,"professional degree (MBA, MD, JD, etc.)",Business Administration and Management,"less than 100,000",United States of America,United States of America,finance,Employed for wages,male,0
20000,28,0,1,English,NA,"some college credit, no degree",NA,"between 100,000 and 1 million",United States of America,United States of America,health care,Employed for wages,male,0
NA,22,0,1,French,NA,bachelor's degree,Computer Science,"between 100,000 and 1 million",France,France,NA,Not working but looking for work,male,0
86000,45,1,0,English,married or domestic partnership,"some college credit, no degree",NA,"less than 100,000",United States of America,United States of America,NA,Employed for wages,male,1
NA,26,1,0,English,married or domestic partnership,bachelor's degree,Criminal Justice,"less than 100,000",United States of America,United States of America,food and beverage,Employed for wages,female,0
90000,30,0,1,Hindi,NA,bachelor's degree,Electrical and Electronics Engineering,more than 1 million,India,India,software development and IT,Self-employed business owner,male,0
NA,20,NA,NA,NA,NA,NA,NA,"between 100,000 and 1 million",Angola,Angola,NA,Not working but looking for work,male,0
NA,49,1,0,English,NA,"professional degree (MBA, MD, JD, etc.)",Desktop Publishing and Digital Imaging Design,"less than 100,000",Germany,Ireland,NA,NA,female,0
7700,36,0,0,Russian,NA,some high school,NA,"less than 100,000",Russia,Russia,software development and IT,Employed for wages,male,0
40000,26,0,0,English,NA,bachelor's degree,Advertising,"between 100,000 and 1 million",United States of America,United States of America,software development and IT,Employed for wages,male,0
NA,29,0,0,Korean,NA,bachelor's degree,Italian Language and Literature,"between 100,000 and 1 million",Korea South,United States of America,NA,Self-employed freelancer,female,0
NA,32,1,0,English,NA,bachelor's degree,Psychology,"less than 100,000",United States of America,United States of America,NA,Not working but looking for work,female,0
NA,22,0,1,Telugu,"single, never married","some college credit, no degree",NA,"between 100,000 and 1 million",India,India,NA,Not working but looking for work,male,0
NA,24,0,1,English,NA,"professional degree (MBA, MD, JD, etc.)",NA,more than 1 million,United States of America,United States of America,NA,NA,female,0
NA,NA,NA,NA,NA,NA,bachelor's degree,Computer and Information Studies,more than 1 million,United States of America,United States of America,software development and IT,Employed for wages,NA,0
60000,34,0,1,Spanish,"single, never married",bachelor's degree,Natural Resources Conservation,"between 100,000 and 1 million",United States of America,United States of America,architecture or physical engineering,Employed for wages,female,0
NA,35,1,0,Bengali,"single, never married",bachelor's degree,Accounting,more than 1 million,Bangladesh,Bangladesh,NA,Not working but looking for work,male,0
12000,23,1,1,English,NA,bachelor's degree,Psychology,more than 1 million,United States of America,United States of America,food and beverage,Employed for wages,female,0
NA,15,0,0,English,NA,some high school,NA,"between 100,000 and 1 million",United States of America,United States of America,NA,Not working and not looking for work,male,0
53000,34,1,0,English,NA,"trade, technical, or vocational training",NA,"between 100,000 and 1 million",United States of America,United States of America,NA,Employed for wages,male,0
30000,30,1,1,French,divorced,bachelor's degree,Management Information Systems,"between 100,000 and 1 million",Niger,United States of America,software development and IT,Employed for wages,male,0
50000,56,1,1,English,NA,bachelor's degree,Computer Programming,"between 100,000 and 1 million",United States of America,United States of America,sales,Self-employed business owner,male,0
NA,32,0,0,English,NA,associate's degree,Web Design,more than 1 million,United States of America,United States of America,NA,Not working and not looking for work,male,1
NA,NA,NA,1,English,NA,high school diploma or equivalent (GED),NA,"between 100,000 and 1 million",NA,NA,NA,NA,male,1
NA,21,0,0,Romanian,NA,high school diploma or equivalent (GED),NA,more than 1 million,Romania,Romania,NA,Not working but looking for work,male,1
20000,27,1,0,English,NA,bachelor's degree,Music,"less than 100,000",United States of America,United States of America,education,Employed for wages,female,1
NA,44,0,0,English,NA,NA,NA,more than 1 million,"Netherlands (Holland, Europe)","Netherlands (Holland, Europe)",NA,Self-employed freelancer,female,1
NA,35,1,0,Telugu,married or domestic partnership,master's degree (non-professional),Communication and Media Studies,more than 1 million,India,India,NA,Employed for wages,male,0
37000,29,1,0,English,NA,master's degree (non-professional),Business Administration and Management,more than 1 million,Ireland,Ireland,software development and IT,Employed for wages,male,0
NA,34,1,0,English,NA,"professional degree (MBA, MD, JD, etc.)",History,more than 1 million,United States of America,United States of America,legal,Employed for wages,male,0
NA,NA,NA,0,English,NA,NA,NA,more than 1 million,Canada,Canada,NA,NA,female,1
45000,31,1,0,English,NA,bachelor's degree,Graphic Design,"between 100,000 and 1 million",United States of America,United States of America,NA,Employed for wages,male,0
80000,49,1,1,English,married or domestic partnership,associate's degree,Fire Science and Fire Fighting,"between 100,000 and 1 million",United States of America,United States of America,software development and IT,Employed for wages,male,1
NA,19,0,0,Turkish,NA,high school diploma or equivalent (GED),NA,more than 1 million,Turkey,Turkey,NA,Not working but looking for work,male,0
20000,21,0,0,English,NA,"some college credit, no degree",NA,"between 100,000 and 1 million",Canada,Canada,software development and IT,Employed for wages,male,0
200000,40,0,1,German,NA,"some college credit, no degree",NA,more than 1 million,Australia,Australia,software development and IT,Employed for wages,male,1
NA,40,1,1,English,NA,bachelor's degree,Computer Software Engineering,"between 100,000 and 1 million",United States of America,United States of America,NA,Not working and not looking for work,male,0
35000,25,0,1,English,NA,bachelor's degree,English,more than 1 million,United States of America,United States of America,software development and IT,Employed for wages,male,1
60000,38,1,0,English,married or domestic partnership,master's degree (non-professional),Chemical Engineering,"less than 100,000",United States of America,United States of America,transportation,Self-employed freelancer,male,0
95000,37,0,1,Spanish,NA,master's degree (non-professional),Journalism,more than 1 million,United States of America,United States of America,software development and IT,Employed for wages,female,1
60000,31,1,0,English,NA,bachelor's degree,Philosophy,more than 1 million,United States of America,United States of America,software development and IT,Self-employed freelancer,female,0
NA,22,1,0,Turkish,NA,bachelor's degree,Computer Science,more than 1 million,Turkey,Turkey,NA,Not working but looking for work,male,0
NA,25,1,0,English,NA,master's degree (non-professional),Urban Planning,"less than 100,000",United States of America,United States of America,"farming, fishing, and forestry",Employed for wages,male,0
100000,50,0,0,English,married or domestic partnership,high school diploma or equivalent (GED),NA,more than 1 million,United States of America,United States of America,education,Employed for wages,male,0
135000,39,0,0,English,married or domestic partnership,bachelor's degree,Political Science,more than 1 million,United States of America,United States of America,"arts, entertainment, sports, or media",Self-employed freelancer,male,0
NA,23,1,1,Balochi,NA,bachelor's degree,Computer Programming,"between 100,000 and 1 million",Pakistan,Pakistan,NA,Not working but looking for work,male,0
NA,18,0,0,German,NA,some high school,NA,"less than 100,000",Switzerland,NA,software development and IT,Employed for wages,male,0
NA,30,1,0,Portuguese,NA,"some college credit, no degree",NA,"between 100,000 and 1 million",Brazil,Brazil,finance,Self-employed business owner,male,0
75000,42,1,0,English,married or domestic partnership,master's degree (non-professional),English,more than 1 million,United States of America,United States of America,"arts, entertainment, sports, or media",Employed for wages,male,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
60000,33,1,0,English,married or domestic partnership,master's degree (non-professional),Theatre Design,"less than 100,000",United States of America,United States of America,software development and IT,Employed for wages,male,0
NA,30,1,0,English,NA,"some college credit, no degree",NA,"less than 100,000",United States of America,United States of America,NA,A stay-at-home parent or homemaker,female,0
NA,27,1,1,Spanish,NA,"some college credit, no degree",NA,more than 1 million,United States of America,United States of America,NA,Not working but looking for work,female,1
NA,29,1,0,English,NA,master's degree (non-professional),Advertising,"between 100,000 and 1 million",United States of America,United States of America,NA,Not working but looking for work,male,0
NA,28,1,0,English,NA,master's degree (non-professional),NA,"between 100,000 and 1 million",United States of America,United States of America,NA,NA,female,0
NA,35,1,0,English,NA,master's degree (non-professional),Law,"between 100,000 and 1 million",Canada,Canada,software development and IT,Self-employed freelancer,female,0
46000,32,1,0,English,NA,bachelor's degree,Film and Video Studies,more than 1 million,United States of America,United States of America,legal,Employed for wages,male,1
12000,56,0,0,English,NA,associate's degree,Electrical and Electronics Engineering,"between 100,000 and 1 million",United States of America,United States of America,"arts, entertainment, sports, or media",Self-employed freelancer,male,0
NA,43,0,0,English,married or domestic partnership,"professional degree (MBA, MD, JD, etc.)",English,"less than 100,000",United States of America,United States of America,NA,Not working and not looking for work,male,1
NA,18,0,0,English,NA,high school diploma or equivalent (GED),NA,more than 1 million,United Kingdom,United Kingdom,NA,Not working and not looking for work,male,0
60000,28,1,0,English,NA,bachelor's degree,Biology,more than 1 million,United States of America,United States of America,software development and IT,Employed for wages,female,0
NA,35,0,0,English,married or domestic partnership,bachelor's degree,Physics,"less than 100,000",United Kingdom,Ireland,software development and IT,Employed for wages,male,1
NA,18,0,0,Italian,NA,high school diploma or equivalent (GED),NA,"less than 100,000",Italy,United States of America,NA,NA,male,1
45000,35,1,0,English,NA,bachelor's degree,Business Administration,"between 100,000 and 1 million",United States of America,United States of America,software development and IT,Employed for wages,male,0
40000,39,1,0,English,married or domestic partnership,"some college credit, no degree",NA,"less than 100,000",United States of America,United States of America,"arts, entertainment, sports, or media",Employed for wages,male,1
57000,39,0,1,English,NA,bachelor's degree,Engineering,more than 1 million,Ireland,Ireland,software development and IT,Employed for wages,male,1
NA,34,1,0,English,NA,bachelor's degree,English,"between 100,000 and 1 million",United States of America,United States of America,software development and IT,Self-employed freelancer,male,0
NA,37,1,1,English,married or domestic partnership,"some college credit, no degree",NA,more than 1 million,United States of America,United Kingdom,"arts, entertainment, sports, or media",Self-employed business owner,male,0
27700,33,1,0,English,NA,master's degree (non-professional),Philosophy,more than 1 million,United Kingdom,United Kingdom,health care,Employed for wages,male,1
NA,50,0,0,English,NA,"trade, technical, or vocational training",NA,"less than 100,000",United States of America,United States of America,NA,Not working but looking for work,male,0
NA,26,1,0,English,NA,bachelor's degree,Marketing,"between 100,000 and 1 million",New Zealand,New Zealand,NA,Not working but looking for work,male,0
44614,30,0,0,Polish,NA,"some college credit, no degree",NA,"between 100,000 and 1 million",Poland,Great Britain,office and administrative support,Employed for wages,male,0
46000,42,1,1,English,married or domestic partnership,"some college credit, no degree",NA,more than 1 million,United States of America,United States of America,transportation,Self-employed freelancer,trans,0
NA,28,1,1,English,NA,bachelor's degree,Japanese Language and Literature,"between 100,000 and 1 million",United States of America,United States of America,NA,Not working but looking for work,female,0
32500,43,1,1,English,divorced,"some college credit, no degree",NA,"between 100,000 and 1 million",United States of America,United States of America,law enforcement and fire and rescue,Employed for wages,female,1
75500,32,1,0,English,NA,bachelor's degree,International Business,"between 100,000 and 1 million",United States of America,United States of America,sales,Employed for wages,female,0
34000,28,1,1,English,NA,master's degree (non-professional),Exercise Physiology,more than 1 million,United States of America,United States of America,health care,Employed for wages,female,1
56000,44,1,NA,English,married or domestic partnership,master's degree (non-professional),Literature,NA,United States of America,United States of America,NA,Employed for wages,female,1
70000,22,1,1,English,NA,bachelor's degree,NA,more than 1 million,United States of America,United States of America,software development and IT,Employed for wages,male,1
NA,19,0,0,Spanish,NA,bachelor's degree,Engineering Mechanics,"between 100,000 and 1 million",Mexico,Mexico,NA,Not working and not looking for work,female,0
24000,28,0,0,English,NA,bachelor's degree,NA,more than 1 million,United States of America,United States of America,NA,Employed for wages,male,1
36000,24,1,0,English,NA,bachelor's degree,Communications,more than 1 million,United States of America,United States of America,NA,Employed for wages,female,0
NA,30,1,1,English,NA,bachelor's degree,Economics,more than 1 million,United States of America,United States of America,NA,Not working and not looking for work,male,0
NA,26,0,0,English,NA,"trade, technical, or vocational training",NA,NA,United States of America,United States of America,NA,Not working but looking for work,female,1
6000,33,1,0,Indonesian,married or domestic partnership,bachelor's degree,Japanese Language and Literature,more than 1 million,Indonesia,Indonesia,software development and IT,Employed for wages,male,0
43000,28,1,0,English,NA,"some college credit, no degree",NA,more than 1 million,United States of America,United States of America,health care,Employed for wages,male,1
37740,23,0,0,English,NA,bachelor's degree,Math,more than 1 million,United States of America,United States of America,sales,Employed for wages,female,1
NA,24,0,0,Spanish,NA,bachelor's degree,Software Engineering,"between 100,000 and 1 million",Costa Rica,Costa Rica,NA,Not working but looking for work,male,0
55000,37,1,0,English,married or domestic partnership,bachelor's degree,Film and Video Studies,"less than 100,000",United States of America,United States of America,health care,Employed for wages,male,0
8000,30,1,0,English,NA,bachelor's degree,Mathematics,"less than 100,000",United States of America,United States of America,education,Self-employed freelancer,female,0
29000,25,1,0,English,"single, never married","some college credit, no degree",NA,"between 100,000 and 1 million",United States of America,United States of America,food and beverage,Employed for wages,female,0
36000,25,0,0,English,NA,bachelor's degree,Banking and Finance,more than 1 million,Singapore,Singapore,software development and IT,Employed for wages,male,1
NA,26,1,0,English,NA,bachelor's degree,Business Administration and Management,more than 1 million,Australia,Australia,sales,Employed for wages,male,1
NA,23,0,1,English,NA,"some college credit, no degree",NA,"between 100,000 and 1 million",United States of America,United States of America,food and beverage,Employed for wages,male,0
26000,30,1,0,English,"single, never married",bachelor's degree,Biology,"between 100,000 and 1 million",United States of America,United States of America,sales,Employed for wages,female,0
NA,28,1,0,English,married or domestic partnership,bachelor's degree,English,"between 100,000 and 1 million",United States of America,United States of America,NA,Not working but looking for work,male,0
NA,23,1,1,Spanish,NA,bachelor's degree,Communications,"between 100,000 and 1 million",United States of America,United States of America,NA,Not working but looking for work,female,1
40000,23,1,1,English,NA,bachelor's degree,Business Administration,"less than 100,000",United States of America,United States of America,finance,Employed for wages,female,0
NA,23,0,0,English,NA,"some college credit, no degree",NA,more than 1 million,Russia,United States of America,NA,Not working but looking for work,male,1
NA,24,1,0,English,NA,"some college credit, no degree",NA,more than 1 million,United States of America,United States of America,NA,Not working but looking for work,female,0
NA,27,0,0,English,"single, never married",high school diploma or equivalent (GED),NA,"less than 100,000",United States of America,United States of America,NA,Not working but looking for work,male,0
NA,26,1,0,English,NA,"professional degree (MBA, MD, JD, etc.)",Library Science and Administration,"between 100,000 and 1 million",United States of America,United States of America,NA,Employed for wages,female,0
NA,26,0,1,English,NA,bachelor's degree,Biology,more than 1 million,United States of America,United States of America,NA,NA,male,1
29000,28,1,1,Spanish,NA,"some college credit, no degree",NA,more than 1 million,United States of America,United States of America,software development and IT,Employed for wages,male,NA
NA,35,1,1,English,married or domestic partnership,bachelor's degree,Business Administration and Management,more than 1 million,United States of America,Korea South,NA,NA,male,0
NA,23,1,0,English,NA,bachelor's degree,Computer Science,more than 1 million,United States of America,United States of America,NA,Not working but looking for work,male,0
NA,28,1,0,Spanish,NA,master's degree (non-professional),Marketing,more than 1 million,Dominican Republic,United States of America,NA,A stay-at-home parent or homemaker,female,0
NA,25,0,0,Spanish,married or domestic partnership,high school diploma or equivalent (GED),NA,"between 100,000 and 1 million",Peru,Peru,NA,A stay-at-home parent or homemaker,female,0
20000,29,1,0,English,NA,bachelor's degree,Geography,"between 100,000 and 1 million",United States of America,United States of America,education,Employed for wages,male,0
NA,16,0,0,Bengali,NA,no high school (secondary school),NA,more than 1 million,Bangladesh,Bangladesh,NA,Not working but looking for work,male,0
NA,29,0,0,English,NA,master's degree (non-professional),Public Health,more than 1 million,New Zealand,New Zealand,NA,Not working but looking for work,female,0
NA,27,0,0,Spanish,NA,high school diploma or equivalent (GED),NA,more than 1 million,Mexico,Mexico,NA,Unable to work,male,0
NA,24,0,0,Hungarian,NA,bachelor's degree,Engineering Management,"less than 100,000",Hungary,Hungary,NA,Not working but looking for work,male,0
NA,26,1,1,Spanish,NA,bachelor's degree,English,more than 1 million,United States of America,United States of America,NA,Employed for wages,female,0
NA,22,0,0,Hindi,NA,high school diploma or equivalent (GED),NA,more than 1 million,India,India,NA,Not working and not looking for work,male,0
NA,28,0,0,English,NA,bachelor's degree,Tourism and Travel Services Management,more than 1 million,Russia,Belgium,NA,A stay-at-home parent or homemaker,male,0
NA,23,1,1,NA,NA,bachelor's degree,Electrical and Electronics Engineering,more than 1 million,NA,United States of America,NA,Not working but looking for work,female,0
25000,32,0,0,English,NA,master's degree (non-professional),Archaeology,more than 1 million,Ireland,Ireland,"arts, entertainment, sports, or media",Employed for wages,female,0
