IsSoftwareDev,Age,AttendedBootcamp,CityPopulation,CountryCitizen,CountryLive,EmploymentStatus,Gender,HasDebt,HasFinancialDependents,HasHighSpdInternet,HasServedInMilitary,HoursLearning,IsEthnicMinority,IsReceiveDiabilitiesBenefits,LanguageAtHome,MoneyForLearning,MonthsProgramming,SchoolDegree
0,42,0,more than 1 million,United States of America,United States of America,Employed for wages,male,1,1,1,0,10,0,0,English,250,24,bachelor's degree
1,29,0,more than 1 million,United States of America,United States of America,Employed for wages,female,0,1,1,0,6,1,0,Chinese,300,6,bachelor's degree
0,25,0,more than 1 million,Bangladesh,Bangladesh,Not working but looking for work,male,1,0,1,0,10,0,0,Bengali,200,9,high school diploma or equivalent (GED)
1,25,1,more than 1 million,United States of America,United States of America,Employed for wages,female,1,0,1,0,5,0,0,English,15000,12,bachelor's degree
0,33,0,"between 100,000 and 1 million",United States of America,United States of America,Employed for wages,male,1,1,1,0,14,0,0,English,500,3,"some college credit, no degree"
0,22,0,"less than 100,000",France,United Kingdom,,male,0,0,1,0,20,1,0,French,0,40,master's degree (non-professional)
1,29,0,more than 1 million,United States of America,United States of America,Employed for wages,male,1,0,1,1,10,0,0,English,300,36,bachelor's degree
1,28,0,"less than 100,000",Brazil,United States of America,Employed for wages,male,1,1,1,0,20,0,0,English,200,28,"some college credit, no degree"
1,40,0,more than 1 million,United States of America,United States of America,Self-employed freelancer,male,0,1,1,0,15,0,0,English,500,24,"some college credit, no degree"
1,26,0,"between 100,000 and 1 million",United States of America,United States of America,Employed for wages,male,1,0,1,0,10,0,0,English,0,28,bachelor's degree
1,29,1,more than 1 million,United States of America,United States of America,Employed for wages,male,1,0,1,0,40,0,0,English,15000,24,bachelor's degree
1,23,0,"less than 100,000",United States of America,United States of America,,male,0,0,1,0,10,0,0,English,0,60,bachelor's degree
0,20,0,"less than 100,000",United Kingdom,,Not working but looking for work,male,0,0,0,0,1,0,0,English,0,3,bachelor's degree
1,28,0,"between 100,000 and 1 million",United States of America,United States of America,Employed for wages,female,1,1,1,0,5,0,0,English,50,72,bachelor's degree
0,29,0,"less than 100,000",United States of America,United States of America,Employed for wages,male,1,1,1,0,10,0,0,English,0,7,associate's degree
1,27,1,more than 1 million,United States of America,United States of America,Employed for wages,male,1,0,1,0,5,0,0,English,100000,11,bachelor's degree
0,28,0,more than 1 million,United States of America,United States of America,A stay-at-home parent or homemaker,female,0,0,1,0,,0,0,English,0,1,bachelor's degree
0,24,0,"between 100,000 and 1 million",United States of America,United States of America,Employed for wages,male,1,0,1,0,10,0,0,English,500,1,"some college credit, no degree"
1,35,0,"between 100,000 and 1 million",United States of America,United States of America,Employed for wages,male,1,1,1,0,10,0,0,English,200,15,bachelor's degree
1,31,0,"less than 100,000",United States of America,United States of America,Employed for wages,male,1,1,1,1,6,0,0,English,0,36,"some college credit, no degree"
0,33,1,"between 100,000 and 1 million",United States of America,United States of America,Employed for wages,male,0,0,1,0,18,0,0,English,700,40,master's degree (non-professional)
1,22,0,"between 100,000 and 1 million",United States of America,United States of America,Employed for wages,male,1,0,1,0,10,0,0,English,0,50,bachelor's degree
1,34,0,"between 100,000 and 1 million",United States of America,United States of America,Employed for wages,male,0,1,1,0,10,1,0,English,100,24,high school diploma or equivalent (GED)
1,40,0,more than 1 million,Norway,United States of America,Employed for wages,male,1,1,0,0,,0,0,English,0,190,bachelor's degree
0,24,0,more than 1 million,United Kingdom,United Kingdom,Employed for wages,male,1,0,1,0,20,1,0,Urdu,100,5,bachelor's degree
0,27,0,"less than 100,000",United States of America,United States of America,Employed for wages,female,1,0,1,0,2,1,0,English,0,6,"professional degree (MBA, MD, JD, etc.)"
1,23,1,"between 100,000 and 1 million",Morocco,Morocco,Self-employed freelancer,male,,0,,,30,1,,Arabic,,6,
0,46,0,"between 100,000 and 1 million",Greece,United Kingdom,Employed for wages,male,0,0,0,0,3,0,0,English,300,6,Ph.D.
0,36,0,"between 100,000 and 1 million",United States of America,United States of America,Not working and not looking for work,male,1,0,1,1,30,0,0,English,500,6,associate's degree
1,31,0,"between 100,000 and 1 million",United States of America,United States of America,Employed for wages,male,1,1,1,0,10,1,0,English,7000,24,bachelor's degree
0,18,0,more than 1 million,United Kingdom,United Kingdom,Not working but looking for work,female,0,0,1,0,5,1,0,English,0,1,high school diploma or equivalent (GED)
0,27,0,"less than 100,000",United States of America,United States of America,Not working but looking for work,male,1,1,1,0,10,1,0,English,300,3,associate's degree
1,29,0,more than 1 million,Bulgaria,Bulgaria,Employed for wages,male,0,0,1,0,8,0,0,Bulgarian,300,120,bachelor's degree
1,27,0,"between 100,000 and 1 million",United States of America,United States of America,Employed for wages,female,1,0,1,0,10,1,0,English,0,5,bachelor's degree
0,26,0,"less than 100,000",United States of America,United States of America,Employed for wages,male,1,1,1,0,10,0,0,English,10000,9,"some college credit, no degree"
0,34,0,"less than 100,000",United States of America,United States of America,Employed for wages,male,1,1,1,0,20,0,0,English,0,1,bachelor's degree
1,30,0,more than 1 million,United States of America,United States of America,Employed for wages,male,1,0,1,1,20,0,1,English,200,36,bachelor's degree
0,30,1,"between 100,000 and 1 million",United States of America,United States of America,Not working but looking for work,male,0,0,1,0,30,1,0,English,100,24,"professional degree (MBA, MD, JD, etc.)"
0,28,0,"between 100,000 and 1 million",United States of America,United States of America,Employed for wages,female,1,0,1,0,15,0,0,English,50,6,"some college credit, no degree"
0,25,0,"between 100,000 and 1 million",South Africa,South Africa,Not working but looking for work,male,0,0,0,0,1,0,0,Northern Sotho,0,6,"some college credit, no degree"
1,23,0,"between 100,000 and 1 million",United States of America,United States of America,Employed for wages,male,1,1,1,0,15,0,0,English,60,48,bachelor's degree
0,33,0,more than 1 million,United States of America,United States of America,Not working but looking for work,male,1,0,1,0,15,1,0,Yoruba,0,3,bachelor's degree
1,30,0,"between 100,000 and 1 million",Norway,Norway,Employed for wages,male,1,1,1,1,5,0,0,Norwegian,0,100,bachelor's degree
0,21,0,"between 100,000 and 1 million",Ghana,Ghana,Not working but looking for work,male,0,1,0,0,20,0,0,Akan,2500,20,
0,24,0,more than 1 million,United States of America,United States of America,Self-employed freelancer,male,1,0,1,0,20,0,0,English,0,18,bachelor's degree
1,45,0,"less than 100,000",Canada,Canada,Employed for wages,female,0,0,1,0,25,0,0,English,300,12,bachelor's degree
0,24,0,more than 1 million,Madagascar,Canada,,female,1,0,1,0,6,1,0,Malagasy,150,3,bachelor's degree
1,23,1,more than 1 million,United States of America,United States of America,Employed for wages,female,0,0,1,0,30,0,0,English,13500,6,master's degree (non-professional)
0,31,0,"between 100,000 and 1 million",Indonesia,Indonesia,Not working but looking for work,male,0,1,1,0,25,1,0,Indonesian,0,7,master's degree (non-professional)
1,19,0,"less than 100,000",United Kingdom,United Kingdom,Employed for wages,male,0,0,1,0,4,0,0,English,20,10,high school diploma or equivalent (GED)
0,25,0,more than 1 million,Canada,Canada,Self-employed freelancer,female,1,0,1,0,10,0,0,English,400,18,"trade, technical, or vocational training"
0,46,0,"less than 100,000",United States of America,United States of America,Employed for wages,female,1,1,1,0,8,0,0,English,500,5,master's degree (non-professional)
1,25,0,"between 100,000 and 1 million",India,India,Not working and not looking for work,male,0,0,0,0,15,1,0,English,0,30,bachelor's degree
0,35,1,more than 1 million,United States of America,United States of America,Employed for wages,female,1,0,1,0,10,1,0,English,500,6,bachelor's degree
1,27,1,more than 1 million,Canada,Canada,Employed for wages,female,1,0,1,0,4,0,0,English,6700,24,bachelor's degree
0,24,0,more than 1 million,United States of America,United States of America,Employed for wages,female,1,0,1,0,10,0,0,English,0,1,"some college credit, no degree"
0,32,0,more than 1 million,United States of America,United States of America,Employed for wages,male,1,0,1,0,5,0,0,English,0,9,bachelor's degree
0,45,0,"between 100,000 and 1 million",United States of America,United States of America,Not working but looking for work,male,1,0,1,0,20,0,0,English,20,3,bachelor's degree
0,20,0,more than 1 million,Pakistan,Pakistan,Not working but looking for work,male,0,0,1,0,5,0,0,Urdu,0,12,high school diploma or equivalent (GED)
1,32,0,more than 1 million,United States of America,United States of America,Employed for wages,male,1,1,1,0,20,0,0,English,500,18,"some college credit, no degree"
0,29,0,"between 100,000 and 1 million",United States of America,United States of America,Employed for wages,male,1,0,1,1,15,0,0,English,0,2,bachelor's degree
1,25,1,"between 100,000 and 1 million",United States of America,United States of America,Employed for wages,female,0,0,1,0,5,1,0,Chinese,15500,7,master's degree (non-professional)
1,27,1,more than 1 million,United States of America,United States of America,Employed for wages,male,1,0,1,0,10,0,0,English,500,18,bachelor's degree
0,20,0,"between 100,000 and 1 million",Norway,Norway,Not working and not looking for work,male,1,0,1,0,40,0,0,Norwegian,0,20,high school diploma or equivalent (GED)
0,41,0,more than 1 million,United States of America,United States of America,Employed for wages,male,0,1,1,0,12,0,0,English,60,2,master's degree (non-professional)
1,22,1,more than 1 million,United States of America,United States of America,Employed for wages,male,1,0,1,0,40,0,0,English,13500,36,"some college credit, no degree"
1,25,1,more than 1 million,Turkey,United States of America,Self-employed freelancer,male,0,0,1,0,20,1,0,Turkish,100,24,"some college credit, no degree"
0,38,0,"less than 100,000",United States of America,United States of America,Not working but looking for work,male,1,1,1,1,50,0,0,English,0,12,"some college credit, no degree"
0,28,0,more than 1 million,United States of America,United States of America,Employed for wages,female,1,1,1,0,21,1,0,English,100,12,bachelor's degree
1,33,0,"less than 100,000",Austria,Austria,Employed for wages,male,0,1,1,1,2,0,0,German,100,100,"professional degree (MBA, MD, JD, etc.)"
0,18,0,"less than 100,000",United States of America,United States of America,Not working but looking for work,male,0,0,0,0,20,0,0,English,0,72,high school diploma or equivalent (GED)
1,34,1,"between 100,000 and 1 million",United States of America,United States of America,Employed for wages,male,1,1,1,0,10,0,0,English,100,24,bachelor's degree
0,31,0,more than 1 million,United States of America,United States of America,Not working but looking for work,female,0,0,1,0,8,1,0,Chinese,200,3,bachelor's degree
1,19,0,"between 100,000 and 1 million",United States of America,United States of America,Employed for wages,male,1,0,1,0,15,0,0,English,800,7,high school diploma or equivalent (GED)
0,19,0,"between 100,000 and 1 million",United States of America,United States of America,Employed for wages,male,0,0,1,0,20,0,0,English,0,20,"some college credit, no degree"
0,25,0,more than 1 million,Canada,Canada,Employed for wages,female,0,0,1,0,15,0,0,English,0,1,bachelor's degree
0,42,0,"between 100,000 and 1 million",Australia,Australia,Employed for wages,female,0,0,1,0,10,0,0,English,0,6,"trade, technical, or vocational training"
1,30,0,more than 1 million,Poland,Poland,Self-employed business owner,male,1,1,1,0,15,0,0,Polish,0,84,bachelor's degree
1,21,0,more than 1 million,Lebanon,Lebanon,Employed for wages,male,0,0,1,0,20,0,0,Arabic,100,36,bachelor's degree
0,21,0,more than 1 million,Pakistan,Pakistan,Not working and not looking for work,male,0,0,0,0,5,1,1,Urdu,1000,7,no high school (secondary school)
0,19,0,"less than 100,000",Norway,Norway,Not working and not looking for work,male,0,0,1,0,,1,0,Norwegian,0,12,some high school
0,31,0,"between 100,000 and 1 million",United States of America,United States of America,Not working but looking for work,female,1,1,1,0,75,1,0,English,80,3,bachelor's degree
0,17,0,"between 100,000 and 1 million",United Kingdom,United Kingdom,Not working and not looking for work,male,0,0,1,0,40,1,0,English,0,0,no high school (secondary school)
0,16,0,"less than 100,000",United States of America,United States of America,Not working and not looking for work,male,0,0,1,0,4,0,0,English,0,1,some high school
0,28,0,"between 100,000 and 1 million",Romania,Romania,Employed for wages,male,0,0,1,0,4,0,0,Romanian,150,0,"professional degree (MBA, MD, JD, etc.)"
0,20,0,"less than 100,000",Slovenia,Slovenia,,male,0,0,0,0,5,0,0,Slovene,0,36,high school diploma or equivalent (GED)
0,24,0,"between 100,000 and 1 million",United States of America,United States of America,Employed for wages,female,1,0,1,0,5,1,0,English,200,20,bachelor's degree
0,25,0,"between 100,000 and 1 million",United States of America,United States of America,Not working but looking for work,male,1,0,1,0,20,1,0,English,1000,36,"some college credit, no degree"
0,26,0,"less than 100,000",United States of America,United States of America,Self-employed freelancer,female,1,0,1,0,3,0,0,English,0,2,bachelor's degree
0,45,0,more than 1 million,United States of America,United States of America,Not working but looking for work,genderqueer,1,0,1,0,4,0,0,English,0,16,bachelor's degree
0,,0,more than 1 million,United States of America,United States of America,Self-employed business owner,male,1,1,1,0,2,1,0,,20,30,bachelor's degree
1,32,0,more than 1 million,Argentina,Argentina,Employed for wages,male,1,1,1,0,20,0,0,Spanish,0,120,high school diploma or equivalent (GED)
1,22,0,"between 100,000 and 1 million",United States of America,United States of America,Employed for wages,male,0,0,1,0,1,1,0,English,0,12,bachelor's degree
1,27,0,"between 100,000 and 1 million",Croatia,Croatia,Employed for wages,male,0,0,1,0,10,0,0,Croatian,0,30,master's degree (non-professional)
1,24,0,more than 1 million,United States of America,United States of America,Employed for wages,male,1,0,1,0,20,0,0,English,0,48,"some college credit, no degree"
1,29,0,"between 100,000 and 1 million",Poland,Poland,Employed for wages,male,1,1,1,0,10,0,0,Polish,0,60,bachelor's degree
1,20,0,"between 100,000 and 1 million",Lithuania,Lithuania,Doing an unpaid internship,male,0,0,1,0,30,0,0,Lithuanian,0,8,high school diploma or equivalent (GED)
1,25,0,"between 100,000 and 1 million",United States of America,United States of America,Self-employed freelancer,female,0,0,1,0,10,0,0,English,0,24,master's degree (non-professional)
1,24,0,"between 100,000 and 1 million",Canada,Canada,Employed for wages,male,0,0,1,0,6,0,0,English,200,140,bachelor's degree
0,28,0,"between 100,000 and 1 million",Venezuela,Venezuela,Not working but looking for work,male,0,0,1,0,55,1,0,Arabic,0,24,"professional degree (MBA, MD, JD, etc.)"
0,25,0,"between 100,000 and 1 million",Croatia,Croatia,Employed for wages,female,0,0,1,0,3,0,0,Croatian,0,5,master's degree (non-professional)
0,29,0,"less than 100,000",United States of America,United States of America,Employed for wages,male,1,0,1,0,5,0,0,English,200,3,"some college credit, no degree"
1,21,0,more than 1 million,Bangladesh,Bangladesh,Employed for wages,male,0,0,1,0,20,0,0,Bengali,0,4,high school diploma or equivalent (GED)
1,24,0,"between 100,000 and 1 million",United States of America,United States of America,Employed for wages,male,1,0,1,0,0,1,0,English,0,7,bachelor's degree
1,33,0,more than 1 million,United States of America,United States of America,Employed for wages,male,0,1,1,0,5,0,0,Armenian,0,216,master's degree (non-professional)
0,19,0,"between 100,000 and 1 million",India,India,,male,0,0,0,0,10,0,0,English,0,60,bachelor's degree
1,24,0,"less than 100,000",United States of America,United States of America,Employed for wages,male,1,0,1,0,20,0,0,English,,24,master's degree (non-professional)
1,35,0,"between 100,000 and 1 million",United States of America,United States of America,Employed for wages,female,1,0,1,0,10,0,0,English,500,40,master's degree (non-professional)
0,23,0,more than 1 million,Germany,Germany,Not working but looking for work,male,0,0,1,0,35,1,0,German,0,5,"some college credit, no degree"
0,43,0,"less than 100,000",Canada,Canada,A stay-at-home parent or homemaker,female,1,1,1,0,20,0,0,English,0,2,"trade, technical, or vocational training"
0,25,0,"between 100,000 and 1 million",Canada,Canada,Not working but looking for work,male,1,0,1,0,70,1,0,Arabic,0,3,bachelor's degree
1,22,0,,Romania,United Kingdom,Employed for wages,male,1,0,0,0,10,0,0,Romanian,30,18,some high school
1,26,0,"between 100,000 and 1 million",United States of America,United States of America,Employed for wages,male,1,1,1,0,6,1,0,English,0,64,high school diploma or equivalent (GED)
1,31,0,"less than 100,000",Spain,Spain,Employed for wages,male,0,1,1,0,6,0,0,English,0,48,high school diploma or equivalent (GED)
0,37,0,"less than 100,000",United States of America,United States of America,Not working but looking for work,male,1,0,1,0,8,0,0,English,500,14,bachelor's degree
0,22,0,more than 1 million,Bulgaria,United Kingdom,Employed for wages,male,0,,1,0,5,0,0,Macedonian,0,3,high school diploma or equivalent (GED)
1,29,0,"between 100,000 and 1 million",United States of America,United States of America,Employed for wages,female,1,1,1,0,5,0,0,English,100,18,bachelor's degree
1,21,0,more than 1 million,Colombia,Colombia,Self-employed freelancer,male,0,1,1,0,40,0,0,Spanish,1000,10,bachelor's degree
0,23,0,"less than 100,000",Portugal,Portugal,Not working but looking for work,male,0,0,0,0,40,0,0,Portuguese,0,72,master's degree (non-professional)
1,40,0,"between 100,000 and 1 million",Canada,United States of America,Employed for wages,male,0,1,1,0,5,0,0,English,1000,72,"some college credit, no degree"
0,30,0,more than 1 million,United Kingdom,United States of America,Not working but looking for work,male,0,0,1,1,15,0,0,English,0,5,some high school
1,27,0,"between 100,000 and 1 million",Mexico,United States of America,Employed for wages,male,0,0,1,0,2,0,0,Spanish,0,20,master's degree (non-professional)
0,31,0,"between 100,000 and 1 million",United States of America,United States of America,Not working but looking for work,female,0,0,1,1,3,1,0,English,0,1,associate's degree
1,27,0,"between 100,000 and 1 million",United States of America,United States of America,Self-employed business owner,male,1,1,1,0,10,0,0,English,300,120,"some college credit, no degree"
1,24,0,"between 100,000 and 1 million",Canada,Canada,Employed for wages,male,1,0,1,0,8,0,0,English,8000,84,associate's degree
1,27,0,more than 1 million,United States of America,United States of America,Employed for wages,male,1,1,1,0,5,0,0,English,0,100,bachelor's degree
1,29,1,"between 100,000 and 1 million",United States of America,United States of America,Employed for wages,male,1,0,1,0,4,0,0,English,6000,17,bachelor's degree
0,36,0,"between 100,000 and 1 million",United States of America,United States of America,Employed for wages,male,1,0,1,0,7,1,0,English,1000,2,bachelor's degree
1,24,0,"between 100,000 and 1 million",New Zealand,New Zealand,Employed for wages,male,1,0,0,0,3,0,0,English,,40,"some college credit, no degree"
1,21,0,"between 100,000 and 1 million",Germany,Germany,Employed for wages,male,0,0,1,0,40,0,0,German,0,90,bachelor's degree
0,32,0,more than 1 million,United States of America,United States of America,Self-employed business owner,male,0,0,1,0,20,0,0,English,0,12,high school diploma or equivalent (GED)
0,40,0,more than 1 million,United States of America,United States of America,Self-employed freelancer,female,1,0,1,0,20,1,0,English,100,4,master's degree (non-professional)
1,22,0,more than 1 million,United States of America,United States of America,Employed for wages,male,0,0,1,0,20,0,0,English,0,90,bachelor's degree
1,27,1,"between 100,000 and 1 million",United States of America,United States of America,Doing an unpaid internship,female,0,0,1,0,12,0,0,English,5000,24,bachelor's degree
0,26,0,more than 1 million,United States of America,United States of America,Employed for wages,male,1,0,1,0,8,0,0,English,400,9,bachelor's degree
1,27,0,"between 100,000 and 1 million",Romania,Denmark,Employed for wages,male,0,0,1,0,10,0,0,Romanian,200,60,master's degree (non-professional)
0,29,0,"between 100,000 and 1 million",United States of America,United States of America,Not working but looking for work,male,0,0,1,0,30,1,0,English,500,6,bachelor's degree
1,25,0,"between 100,000 and 1 million",Canada,Canada,Employed for wages,male,1,0,1,0,2,0,0,English,0,15,bachelor's degree
1,34,0,more than 1 million,Canada,Canada,Employed for wages,male,0,0,1,0,5,0,0,English,300,132,bachelor's degree
1,,1,"between 100,000 and 1 million",United States of America,United States of America,Employed for wages,female,0,0,1,0,40,0,0,English,2500,18,master's degree (non-professional)
0,33,0,"less than 100,000",United States of America,United States of America,Employed for wages,female,1,1,1,1,60,0,0,English,0,6,associate's degree
1,25,0,"less than 100,000",United States of America,United States of America,Employed for wages,male,0,0,1,0,5,0,0,English,25,40,bachelor's degree
1,35,0,more than 1 million,United Kingdom,United States of America,Employed for wages,male,1,1,1,0,4,0,0,English,0,18,master's degree (non-professional)
0,24,0,"between 100,000 and 1 million",India,India,Not working but looking for work,male,0,0,0,0,40,1,0,Hindi,0,6,bachelor's degree
1,33,0,"less than 100,000",United States of America,United States of America,Employed for wages,male,1,0,1,0,10,0,0,English,0,24,"professional degree (MBA, MD, JD, etc.)"
1,44,0,"between 100,000 and 1 million",Australia,Australia,Employed for wages,male,1,1,1,0,2,0,0,English,0,180,bachelor's degree
0,44,0,"between 100,000 and 1 million",United States of America,United States of America,Not working but looking for work,male,1,0,1,0,40,0,0,English,1500,12,"some college credit, no degree"
0,26,0,more than 1 million,United States of America,United States of America,,female,1,0,1,0,1,1,0,English,0,4,"some college credit, no degree"
0,30,0,"between 100,000 and 1 million",United States of America,United States of America,Employed for wages,male,1,1,1,0,15,0,0,English,125,24,master's degree (non-professional)
0,24,0,"less than 100,000",United States of America,United States of America,Employed for wages,male,1,0,1,0,5,0,0,English,0,12,bachelor's degree
1,26,1,more than 1 million,United States of America,United States of America,Employed for wages,male,1,0,1,0,4,1,0,English,13000,12,bachelor's degree
1,29,0,more than 1 million,United States of America,United States of America,Employed for wages,male,0,0,1,0,10,0,0,English,300,124,bachelor's degree
0,22,0,"less than 100,000",United States of America,United States of America,Not working but looking for work,female,1,0,1,0,28,0,0,English,50,4,"some college credit, no degree"
0,17,0,"between 100,000 and 1 million",Canada,Canada,Not working and not looking for work,male,0,0,1,0,15,0,0,English,0,60,some high school
0,20,0,"less than 100,000",United States of America,United States of America,Doing an unpaid internship,male,0,0,1,0,40,0,0,English,1000,60,high school diploma or equivalent (GED)
0,32,0,"between 100,000 and 1 million",United States of America,United States of America,Employed for wages,female,1,1,0,0,5,1,0,English,150,3,associate's degree
1,32,0,more than 1 million,United States of America,United States of America,Employed for wages,female,1,1,1,0,6,1,0,English,0,30,master's degree (non-professional)
1,32,0,"between 100,000 and 1 million",United States of America,United States of America,Employed for wages,male,1,1,1,0,8,0,0,English,100,6,bachelor's degree
1,34,1,"less than 100,000",United States of America,United States of America,Employed for wages,male,1,1,1,0,70,0,0,English,10000,7,bachelor's degree
0,31,0,"between 100,000 and 1 million",United States of America,United States of America,Employed for wages,male,0,1,1,0,10,0,0,English,1000,6,bachelor's degree
0,39,0,more than 1 million,United States of America,United States of America,Employed for wages,female,1,0,1,0,10,0,0,English,4000,6,bachelor's degree
1,33,0,"between 100,000 and 1 million",United States of America,United States of America,Employed for wages,male,0,1,1,0,3,0,0,English,300,120,associate's degree
1,58,0,"between 100,000 and 1 million",United States of America,United States of America,Self-employed business owner,female,0,0,1,0,5,0,0,English,1500,24,bachelor's degree
0,30,0,more than 1 million,Canada,Canada,Employed for wages,male,1,1,1,0,10,1,0,Urdu,0,8,bachelor's degree
1,24,0,more than 1 million,Malaysia,Singapore,Employed for wages,male,1,0,1,0,10,0,0,Chinese,30000,36,bachelor's degree
1,31,0,more than 1 million,United States of America,United States of America,Employed for wages,male,1,0,1,0,20,0,0,English,0,60,bachelor's degree
0,32,0,"less than 100,000",United States of America,United States of America,Employed for wages,male,1,1,1,0,5,0,0,English,0,12,"professional degree (MBA, MD, JD, etc.)"
1,25,0,more than 1 million,United States of America,United States of America,Employed for wages,male,0,0,1,0,8,0,0,English,0,75,bachelor's degree
0,,0,"between 100,000 and 1 million",United States of America,United States of America,,agender,0,0,1,0,1,0,0,English,1,10,no high school (secondary school)
0,44,1,"between 100,000 and 1 million",United States of America,United States of America,Not working but looking for work,female,1,0,1,0,7,1,0,English,0,4,bachelor's degree
0,29,0,"between 100,000 and 1 million",United States of America,United States of America,Employed for wages,female,0,0,1,0,6,0,0,English,500,7,bachelor's degree
1,35,0,more than 1 million,United States of America,United States of America,Employed for wages,male,1,1,1,0,10,0,0,English,500,192,associate's degree
1,24,0,"between 100,000 and 1 million",United States of America,United States of America,Employed for wages,male,1,1,1,0,40,1,0,English,0,48,bachelor's degree
1,37,0,"between 100,000 and 1 million",United States of America,United States of America,Employed for wages,male,1,1,1,0,4,0,0,English,500,132,bachelor's degree
0,34,0,more than 1 million,United States of America,Canada,,female,1,1,1,0,40,0,0,English,0,12,master's degree (non-professional)
1,37,0,more than 1 million,United States of America,United States of America,Employed for wages,male,1,1,1,0,12,0,0,English,800,26,bachelor's degree
0,25,0,"between 100,000 and 1 million",Canada,Canada,Employed for wages,male,0,0,1,0,10,0,0,English,0,6,bachelor's degree
0,23,0,"between 100,000 and 1 million",United States of America,United States of America,Not working but looking for work,female,1,0,1,0,5,0,0,English,100,12,bachelor's degree
1,32,0,"between 100,000 and 1 million",Portugal,Ireland,Employed for wages,male,0,1,1,0,10,0,0,Portuguese,5000,72,"some college credit, no degree"
0,21,0,more than 1 million,United States of America,United States of America,,male,1,0,1,0,20,1,0,Mandarin Chinese,0,60,high school diploma or equivalent (GED)
1,29,0,more than 1 million,United States of America,United States of America,Employed for wages,male,1,1,1,0,5,0,0,English,200,48,"professional degree (MBA, MD, JD, etc.)"
1,26,1,more than 1 million,Canada,Canada,Employed for wages,female,1,0,1,0,5,1,0,English,9000,10,master's degree (non-professional)
0,23,0,,Sweden,Sweden,Not working but looking for work,male,0,0,1,0,10,,0,,0,24,"some college credit, no degree"
1,19,0,more than 1 million,Canada,Canada,Employed for wages,male,0,0,0,0,10,0,0,English,0,36,bachelor's degree
1,55,0,"between 100,000 and 1 million",United States of America,United States of America,Employed for wages,male,1,1,1,0,2,0,0,English,0,420,master's degree (non-professional)
0,30,0,more than 1 million,United States of America,United States of America,Employed for wages,male,1,1,1,0,10,1,0,English,500,12,"some college credit, no degree"
1,28,0,"between 100,000 and 1 million",Ecuador,Ecuador,Employed for wages,male,0,0,1,0,5,0,0,Spanish,0,24,master's degree (non-professional)
0,26,0,"between 100,000 and 1 million",United States of America,United States of America,Employed for wages,male,1,0,1,0,7,1,0,Spanish,200,18,"some college credit, no degree"
1,28,0,"between 100,000 and 1 million",United States of America,United States of America,Employed for wages,male,,,,,10,0,,,150,26,bachelor's degree
0,20,0,"less than 100,000",Niger,United States of America,Doing an unpaid internship,male,0,0,1,0,2,1,0,Hausa,0,11,"some college credit, no degree"
0,27,0,"between 100,000 and 1 million",Eritrea,United States of America,Not working but looking for work,male,0,0,1,1,28,0,0,Tigrinya,,36,bachelor's degree
1,15,0,"less than 100,000",United States of America,United States of America,,male,0,0,1,0,15,0,0,English,0,23,some high school
0,22,0,more than 1 million,United States of America,United States of America,Employed for wages,female,0,1,0,0,4,1,0,English,0,6,associate's degree
1,26,0,more than 1 million,Mongolia,United States of America,Employed for wages,male,1,0,1,0,3,1,0,Mongolian,500,36,"professional degree (MBA, MD, JD, etc.)"
1,27,0,"between 100,000 and 1 million",United States of America,United States of America,Employed for wages,male,1,1,1,0,2,0,0,English,0,120,bachelor's degree
0,26,0,"between 100,000 and 1 million",United States of America,United States of America,Employed for wages,male,0,0,1,0,50,0,0,English,0,1,bachelor's degree
1,25,0,"between 100,000 and 1 million",Canada,Canada,Employed for wages,male,1,,1,0,5,0,0,English,0,72,"trade, technical, or vocational training"
1,23,0,more than 1 million,United States of America,United States of America,Employed for wages,male,0,0,1,0,10,0,0,English,50,48,bachelor's degree
0,60,0,more than 1 million,United States of America,United States of America,Employed for wages,female,0,0,1,0,10,0,0,English,,,"some college credit, no degree"
1,24,0,more than 1 million,United States of America,United States of America,Employed for wages,female,0,0,1,0,10,0,0,English,0,24,bachelor's degree
1,26,1,more than 1 million,United States of America,United States of America,Employed for wages,female,1,0,1,0,5,0,0,English,9000,8,bachelor's degree
1,35,0,more than 1 million,Canada,Canada,Employed for wages,male,1,1,1,0,2,1,0,English,100,72,bachelor's degree
0,41,1,"between 100,000 and 1 million",United States of America,United States of America,Not working but looking for work,female,1,1,1,0,15,0,0,English,15000,6,"professional degree (MBA, MD, JD, etc.)"
1,29,0,"less than 100,000",United States of America,United States of America,Employed for wages,male,1,1,1,1,20,0,1,English,500,13,associate's degree
0,20,0,"between 100,000 and 1 million",United States of America,United States of America,Employed for wages,male,0,0,1,0,30,0,0,English,0,120,"some college credit, no degree"
0,26,0,"between 100,000 and 1 million",United States of America,United States of America,,male,0,0,1,0,3,0,0,English,50,40,bachelor's degree
0,20,0,"between 100,000 and 1 million",Canada,,,male,0,0,1,0,10,0,0,,0,8,"some college credit, no degree"
1,30,0,more than 1 million,United States of America,United States of America,Employed for wages,male,1,1,1,0,8,0,0,English,0,11,bachelor's degree
0,19,0,"between 100,000 and 1 million",Canada,Canada,Not working but looking for work,male,1,0,1,0,10,0,0,English,0,24,"some college credit, no degree"
1,25,0,"less than 100,000",United States of America,United States of America,Employed for wages,male,1,0,1,0,15,0,0,English,0,100,master's degree (non-professional)
